id,tokens,ner_tags
21817,"['This', 'need', 'for', 'NADH', 'in', 'anabolism', 'poses', 'a', 'problem', 'for', 'prokaryotes', 'growing', 'on', 'nutrients', 'that', 'release', 'only', 'a', 'small', 'amount', 'of', 'energy', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
75720,"['The', 'Israeli', 'settlement', 'of', 'Adora', ',', 'Har', 'Hebron', 'is', 'located', '4', 'kilometers', 'north', 'of', 'the', 'town', 'in', 'the', 'Judean', 'Mountains', 'and', 'has', 'inhabitants', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]"
32308,"['Custer', 'and', 'his', 'force', 'entered', 'the', 'Black', 'Hills', 'from', 'the', 'north', ',', 'travelling', 'south', 'at', 'a', 'slow', 'pace', 'of', 'no', 'more', 'than', 'four', 'or', 'five', 'miles', 'a', 'day', 'on', 'some', 'occasions', '.']","[0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
52849,"['Upon', 'returning', 'home', ',', 'Saporta', 'rented', 'a', 'house', 'in', 'the', 'Catskill', 'Mountains', 'and', 'began', 'writing', 'what', 'would', 'become', 'the', 'band', ""'s"", 'debut', 'album', ',', '``', 'While', 'the', 'City', 'Sleeps', ',', 'We', 'Rule', 'the', 'Streets', ""''"", '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
41771,"['In', '2005', ',', 'German', 'scholars', 'from', 'the', 'University', 'of', 'Heidelberg', 'confirmed', 'that', 'the', 'two', 'rather', 'small', 'fragments', 'discovered', 'by', 'archaeologist', 'Nikolay', 'Ovcharov', 'in', 'the', 'Eastern', 'Rhodopes', 'mountains', 'are', 'written', 'in', 'the', 'Minoan', 'Linear', 'A', 'script', 'from', 'about', '15th', 'century', 'BC', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
122412,"['Fremantle', ""'s"", 'game', 'against', 'Hawthorn', 'was', 'again', 'to', 'be', 'played', 'at', 'Aurora', 'Stadium', 'in', 'Launceston', ',', 'Tasmania', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
77550,"['There', 'is', 'open', 'access', 'to', 'Scafell', 'and', 'the', 'surrounding', 'fells', ',', 'with', 'many', 'walking', 'and', 'rock', 'climbing', 'routes', '.']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
92062,"['The', 'faults', 'and', 'joints', 'are', 'associated', 'with', 'the', 'uplift', 'of', 'the', 'Black', 'Hills', 'approximately', '58', 'to', '54', 'million', 'years', 'ago', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
105200,"['Olliver', 'Peak', '(', ')', 'is', 'a', 'rock', 'peak', '(', '630', 'm', ')', 'along', 'the', 'edge', 'of', 'Ross', 'Ice', 'Shelf', '.']","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0]"
71700,"['The', 'Great', 'Smoky', 'Mountains', 'National', 'Park', 'borders', 'Pittman', 'Center', 'to', 'the', 'south', ',', 'and', 'the', 'town', ""'s"", 'history', 'and', 'economy', 'are', 'largely', 'intertwined', 'with', 'that', 'of', 'the', 'Smokies', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
17573,"['In', '2018', ',', '``', 'Portland', 'Monthly', '``', 'Rebecca', 'Jacobson', 'wrote', ',', '``', 'In', 'an', 'alternate', 'reality', ',', 'this', 'land', 'would', 'be', 'part', 'of', 'a', 'freeway', ',', 'an', 'eight-lane', 'artery', 'splitting', 'off', 'the', 'Marquam', 'Bridge', 'and', 'lashing', 'through', 'Southeast', 'on', 'its', 'way', 'to', 'Mount', 'Hood', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]"
104907,"['The', 'rest', 'is', 'elevated', 'into', 'the', 'highest', 'point', 'of', 'Mount', 'Galunggung', '2,168', 'metres', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]"
82116,"['It', 'was', 'the', 'first', 'games', 'held', 'in', 'the', 'state', 'of', 'North', 'Carolina', ',', 'and', 'the', 'second', 'time', 'a', 'Southern', 'school', 'hosted', 'games', 'after', 'Tulane', 'University', 'did', 'in', '1942', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
115415,"['Under', 'the', 'influence', 'of', 'Ostermann', 'and', 'the', 'Dolgorukovs', ',', 'Peter', '–', 'long', 'sick', 'of', 'Menshikov', '’', 's', 'wardship', '–', 'stripped', 'him', 'of', 'his', 'rank', 'and', 'exiled', 'him', 'to', 'Siberia', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
36133,"['It', 'encompasses', 'an', 'area', 'of', 'including', 'the', 'northern', 'end', 'of', 'Lake', 'Chelan', 'and', 'the', 'surrounding', 'area', 'of', 'the', 'Stehekin', 'Valley', 'and', 'the', 'Stehekin', 'River', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]"
116125,"['He', 'graduated', 'from', 'Public', 'School', 'No', '.']","[0, 0, 0, 0, 0, 0, 0]"
106100,"['It', 'is', 'endemic', 'to', 'Ethiopia', 'and', 'occurs', 'on', 'the', 'Ethiopian', 'Highlands', 'on', 'both', 'sides', 'of', 'the', 'Great', 'Rift', 'Valley', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0]"
108619,"['Another', 'example', 'of', 'Hawaiian', 'eruptions', 'occurred', 'on', 'the', 'island', 'of', 'Surtsey', 'in', 'Iceland', 'from', '1964', 'to', '1967', ',', 'when', 'molten', 'lava', 'flowed', 'from', 'the', 'crater', 'to', 'the', 'sea', '.']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
95640,"['Silesian', 'Gorals', '(', ',', ',', 'Cieszyn', 'Silesian', ':', '``', 'Gorole', '``', ';', 'literally', '``', 'highlanders', ""''"", ')', 'are', 'a', 'Polish', 'ethnographic', 'group', '(', 'subgroup', 'of', 'both', 'Gorals', 'and', 'Silesians', ')', 'living', 'in', 'Silesian', 'Beskids', 'and', 'Moravian-Silesian', 'Beskids', 'within', 'historical', 'region', 'of', 'Cieszyn', 'Silesia', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
87463,"['It', 'is', 'situated', 'from', 'the', 'city', 'of', 'Hlohovec', ',', 'raising', 'from', 'the', 'Danubian', 'Hills', ',', 'and', 'slowly', 'raising', 'further', 'north', 'until', 'nearly', 'to', 'the', 'city', 'of', 'Trenčín', 'where', 'it', 'borders', 'the', 'Strážov', 'Mountains', ',', 'where', 'is', 'also', 'the', 'highest', 'hill', 'of', 'the', 'entire', 'mountain', 'range', ',', '``', 'Inovec', '``', '(', '1042', 'm', ')', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
127346,"['Air', 'pollution', 'from', 'those', 'vehicles', 'and', 'wind-blown', 'pollution', 'from', 'Las', 'Vegas', ',', 'Nevada', 'area', 'has', 'reduced', 'visibility', 'in', 'the', 'Grand', 'Canyon', 'and', 'vicinity', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]"
83773,"['Oquirrh', 'is', 'a', 'census-designated', 'place', '(', 'CDP', ')', 'in', 'Salt', 'Lake', 'County', ',', 'Utah', ',', 'located', 'on', 'the', 'slopes', 'of', 'the', 'Oquirrh', 'Mountains', 'that', 'gave', 'it', 'its', 'name', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
69070,"['Large', 'parts', 'of', 'the', 'Durreck', 'Group', 'are', 'protected', 'as', 'part', 'of', 'the', 'Rieserferner-Ahrn', 'Nature', 'Park', '.']","[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
122120,"['Fonni', 'is', 'also', 'the', 'gateway', 'to', 'the', 'Gennargentu', 'mountain', 'system', '.']","[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0]"
54181,"['He', 'then', 'studied', 'under', 'master', 'Finnish', 'architect', 'Eliel', 'Saarinen', 'at', 'the', 'Cranbrook', 'Academy', 'of', 'Art', 'in', 'Bloomfield', 'Hills', ',', 'Michigan', ',', 'receiving', 'his', 'master', ""'s"", 'degree', 'in', 'architecture', 'and', 'urban', 'design', 'in', '1946', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
50173,"['He', 'was', 'awarded', 'the', 'Navy', 'League', 'of', 'the', 'United', 'States', 'Stephen', 'Decatur', 'Award', 'for', 'Operational', 'Competence', 'in', '1971', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
65503,"['The', 'uninhabited', ',', 'barren', 'island', 'is', 'a', 'tuff', 'cone', 'which', 'is', 'part', 'of', 'the', 'extinct', 'Niihau', 'volcano', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
65613,"['The', 'mountain', 'appears', 'in', 'the', 'Clingmans', 'Dome', 'quad', 'on', 'USGS', 'topographical', 'maps', '.']","[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
5143,"['Mithridates', 'was', 'possibly', 'related', 'to', 'the', 'kings', 'of', 'Parthia', 'and', ',', 'in', 'the', 'light', 'of', 'archaeological', 'discoveries', 'at', 'Mount', 'Nemrut', ',', 'claimed', 'descent', 'from', 'Orontes', 'and', 'also', 'claimed', 'Darius', 'I', 'of', 'Persia', 'as', 'an', 'ancestor', ',', 'thanks', 'to', 'Orontes', ""'"", 'marriage', 'to', 'Rhodogune', ',', 'daughter', 'of', 'Artaxerxes', 'II', ',', 'who', 'was', 'a', 'descendant', 'of', 'king', 'Darius', 'I', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
71140,"['Karakoram', ',', 'Pamir-Alay', ',', 'and', 'the', 'Kunlun', 'Mountains', 'are', 'further', 'important', 'mountain', 'ranges', 'in', 'this', 'region', '.']","[1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
117536,"['Eastwardly', 'of', 'the', 'Ancient', 'Mound', '(', ')', 'on', 'it', 'a', 'Peace', 'Pagoda', '(', ')', 'or', 'Stupa', 'is', 'being', 'built', 'by', 'the', 'international', 'sect', 'of', 'Buddhist', 'monks', 'Nipponzan', 'Myohoji', '.']","[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
94713,"['Mount', 'Casey', 'is', 'a', 'mountain', ',', 'high', ',', 'at', 'the', 'north', 'side', 'of', 'the', 'head', 'of', 'Oakley', 'Glacier', ',', 'east-northeast', 'of', 'Mount', 'Monteagle', 'in', 'the', 'Mountaineer', 'Range', 'of', 'Victoria', 'Land', '.']","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
107316,"['At', 'least', '12', 'adult', 'male', 'specimens', 'are', 'known', 'of', 'this', 'hybrid', ',', 'held', 'in', 'various', 'museums', 'and', 'of', 'unknown', 'provenance', 'except', 'one', 'from', 'the', 'Arfak', 'Mountains', 'of', 'north-western', 'New', 'Guinea', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]"
5901,"['The', '1995', 'U.S.', 'Open', 'was', 'the', '95th', 'U.S.', 'Open', ',', 'held', 'June', '15–18', 'at', 'Shinnecock', 'Hills', 'Golf', 'Club', 'in', 'Southampton', ',', 'New', 'York', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
40659,"['Due', 'to', 'heavy', 'rain', 'fall', 'in', 'Zagros', 'Mountains', ',', 'Dez', 'River', 'and', 'Karkheh', 'River', 'overflowed', 'and', 'water', 'accumulated', 'in', 'Dez', 'Dam', 'and', 'Karkheh', 'Dam', 'so', 'that', 'Karkhe', 'dam', ""'s"", 'reservoir', 'located', 'in', 'Khuzestan', 'province', ',', 'reached', 'to', '8400m³/sec', '.']","[0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
50230,"['Lives', 'have', 'been', 'lost', 'and', 'damage', 'has', 'been', 'meted', 'out', 'to', 'infrastructure', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
116326,"['Central', 'to', 'the', 'region', 'is', 'Mount', 'Rinjani', 'which', 'at', 'is', 'the', 'third', 'highest', 'mountain', 'and', 'the', 'second', 'largest', 'volcano', 'in', 'the', 'country', 'and', 'is', 'an', 'active', 'volcano', '.']","[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
89511,"['Before', 'that', 'he', 'served', 'as', 'the', 'founder', 'and', 'owner', 'of', 'Las', 'Vegas', 'Nightlife', 'Group', 'and', 'managing', 'partner', 'of', 'Encore', 'Las', 'Vegas', 'Beach', 'Club', ',', 'Surrender', 'Night', 'Club', ',', 'and', 'Andrea', '’', 's', 'Restaurant', 'at', 'the', 'Wynn', 'Las', 'Vegas', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
32440,"['The', 'two', 'keys', 'above', 'the', 'eagle', 'signify', 'the', 'city', ""'s"", 'papal', 'history', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
85098,"['Not', 'far', 'from', 'the', 'eastern', 'entrance', 'to', 'the', 'Going-to-the-Sun', 'Road', 'at', 'St.', 'Mary', ',', 'Montana', ',', 'the', 'formation', 'can', 'be', 'easily', 'seen', 'on', 'the', 'slopes', 'of', 'Singleshot', 'Mountain', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]"
45281,"['The', 'route', 'travels', 'across', 'the', 'Darling', 'Range', 'on', 'Coalfields', 'Highway', ',', 'from', 'Roelands', 'to', 'Collie', 'River', 'in', 'Muja', '.']","[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
16600,"['The', 'Biafo', 'Glacier', '(', ')', 'is', 'a', 'long', 'glacier', 'in', 'the', 'Karakoram', 'Mountains', 'of', 'Gilgit', 'Baltistan', ',', 'Pakistan', ',', 'which', 'meets', 'the', 'long', 'Hispar', 'Glacier', 'at', 'an', 'altitude', 'of', 'at', 'Hispar', 'La', '(', 'Pass', ')', 'to', 'create', 'the', 'world', ""'s"", 'longest', 'glacial', 'system', 'outside', 'the', 'polar', 'regions', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
11516,"['Beginning', 'in', '1993', ',', 'Phase', 'IV', 'was', 'introduced', 'as', 'a', 'striking', 'departure', 'from', 'the', 'traditional', 'red', ',', 'white', ',', 'and', 'blue', 'style', 'seen', 'previously', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
113663,"['Amongst', 'the', 'most', 'important', 'mountains', 'in', 'the', 'municipality', 'are', 'the', 'Turnerkamp', '(', '3,418', 'm', ')', ',', 'the', 'Hornspitzen', ',', 'the', 'Schwarzenstein', '(', '3,369', 'm', ')', ',', 'the', 'Großer', 'Löffler', '(', '3,379', 'm', ')', ',', 'the', 'Wollbachspitze', '(', '3,210', 'm', ')', 'and', 'the', 'Napfspitze', '(', '3,144', 'm', ')', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
128217,"['Excavation', 'of', 'the', 'settlement', 'on', 'the', 'summit', 'of', 'Mont', 'Lassois', 'revealed', 'extensive', 'fortifications', ',', 'with', 'ditches', 'and', 'walls', 'up', 'to', '8', 'm', 'thick', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
19039,"['The', 'eruption', 'that', 'created', 'Surtsey', 'also', 'created', 'a', 'few', 'other', 'small', 'islands', 'along', 'this', 'volcanic', 'chain', ',', 'such', 'as', '``', 'Jólnir', '``', 'and', 'other', 'unnamed', 'peaks', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
23918,"['To', 'the', 'southeast', ',', 'the', 'range', 'merges', 'with', 'the', 'San', 'Rafael', 'Mountains', 'of', 'the', 'Transverse', 'Ranges', 'System', ',', 'in', 'a', 'complex', 'topography', 'of', 'unnamed', 'ranges', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
95545,"['However', ',', 'once', 'these', 'problems', 'were', 'resolved', ',', 'factory', 'test', 'pilots', 'praised', 'the', 'quality', 'of', 'the', 'new', 'aircraft', ',', 'which', 'contributed', 'to', 'the', 'decision', 'to', 'launch', 'the', 'Il-12', 'in', 'series', 'production', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
106692,"['He', 'allegedly', 'tried', 'to', 'secure', 'the', 'province', 'of', 'Raetia', 'north', 'of', 'the', 'Alps', ',', 'thereby', 'dividing', 'the', 'realms', 'of', 'Constantine', 'and', 'Licinius', '(', 'reported', 'by', 'Zosimus', ')', ';', 'the', 'plan', 'was', 'not', 'carried', 'out', ',', 'as', 'Constantine', 'acted', 'first', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
80421,"['The', 'Tvergastein', 'hut', 'in', 'the', 'Hallingskarvet', 'massif', 'played', 'an', 'important', 'role', 'in', 'Ecosophy', 'T', ',', 'as', '``', 'T', ""''"", 'is', 'said', 'to', 'represent', 'his', 'mountain', 'hut', 'Tvergastein', '.']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
73289,"['Erosion', 'by', 'glaciers', 'in', 'adjacent', 'cwms', 'caused', 'the', 'characteristic', 'arêtes', 'of', 'Crib', 'Goch', ',', 'Crib', 'y', 'Ddysgl', 'and', 'Y', 'Lliwedd', ',', 'and', 'the', 'pyramidal', 'peak', 'of', 'Snowdon', 'itself', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
63822,"['Because', 'of', 'its', 'fame', 'as', 'a', 'monument', ',', 'Mount', 'Rushmore', 'has', 'been', 'depicted', 'in', 'multiple', 'places', 'in', 'popular', 'culture', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
32656,"['The', 'Oberaarhorn', 'is', 'a', 'mountain', 'of', 'the', 'Bernese', 'Alps', ',', 'located', 'on', 'the', 'border', 'between', 'the', 'Swiss', 'cantons', 'of', 'Valais', 'and', 'Bern', '.']","[0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
115893,"['As', 'a', 'result', 'of', 'the', '1948', 'war', ',', 'Mount', 'Scopus', 'with', 'the', 'Hadassah', 'Hospital', 'were', 'left', 'as', 'an', 'Israeli', 'exclave', ',', 'guarded', 'by', 'a', 'small', 'number', 'of', 'Israeli', 'armed', 'personnel', ',', 'and', 'all', 'the', 'activities', 'at', 'the', 'medical', 'campus', 'had', 'to', 'be', 'abandoned', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
130816,"['Dolores', 'Heights', 'is', 'a', 'hilly', 'neighborhood', 'named', 'after', 'the', 'eponymous', 'hill', 'within', 'the', 'neighborhood', '.']","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
87336,"['He', 'was', 'a', 'noted', 'mountaineer', ',', 'who', 'in', '1950', 'led', 'the', 'expedition', 'that', 'made', 'the', 'first', 'ascent', 'of', 'Tirich', 'Mir', '(', '7,708', 'm', ')', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]"
51743,"['She', 'entered', 'the', '1969', 'European', 'Athletics', 'Championships', ',', 'coming', 'seventh', 'in', 'the', '100', 'm.', 'She', 'achieved', 'her', 'fastest', '100', 'm', 'mark', 'in', 'the', 'last', 'year', 'of', 'her', 'career', 'in', '1972', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
84701,"['The', 'bridge', 'was', 'used', 'as', 'a', 'diversionary', 'route', 'for', 'passenger', 'services', 'when', 'the', 'Severn', 'Tunnel', 'was', 'closed', 'for', 'engineering', 'work', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
33104,"['In', 'April', '1992', 'the', 'country', 'was', 'ready', 'to', 'acquire', 'monetary', 'independence', 'from', 'Yugoslavia', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
15489,"['The', 'surrounding', 'ridges', 'of', 'Cushetunk', 'Mountain', 'endure', 'because', 'they', 'were', 'underlaid', 'with', 'dense', 'and', 'durable', 'volcanic', 'rock', 'diabase', 'that', 'cooled', 'slowly', 'under', 'the', 'surface', 'of', 'the', 'earth', '.']","[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
78101,"['After', 'that', 'flight', ',', 'which', 'was', 'reputed', 'to', 'be', 'the', 'first', 'of', 'its', 'kind', 'in', 'the', 'southern', 'hemisphere', ',', 'ski-plane', 'trips', 'to', 'Tasman', 'Glacier', 'became', 'a', 'key', 'part', 'of', 'the', 'Mt', 'Cook', 'tourism', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0]"
73501,"['Mount', 'Pulag', 'is', 'famous', 'for', 'its', '``', 'sea', 'of', 'clouds', ""''"", 'and', 'the', 'view', 'of', 'the', 'Milky', 'Way', 'Galaxy', 'at', 'dawn', ',', 'which', 'has', 'attracted', 'many', 'tourists', 'who', 'wish', 'to', 'see', 'the', '``', 'other-worldly', ""''"", 'scenery', '.']","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
63872,"['At', 'dawn', 'in', 'low', 'cloud', ',', 'the', 'plane', 'hit', 'the', 'dry', 'stone', 'wall', 'along', 'the', 'ridge', 'of', 'Burbage', 'Edge', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]"
